Date,DMA,Display_Impressions,Display_Clicks,Display_Spend,Gyms_Per_Sq_Mile,Weather_Condition,Gym_Memberships_Sold,Revenue,spend_up
2022-11-22,"Dallas-Ft. Worth, TX",52513,499,739.65,1.23,Sunny,60,3933.36,control
2022-11-23,"Dallas-Ft. Worth, TX",45599,621,1073.87,1.23,Rainy,56,3679.54,control
2022-11-24,"Dallas-Ft. Worth, TX",56602,548,1030.09,1.23,Sunny,54,3512.12,control
2022-11-25,"Dallas-Ft. Worth, TX",55217,565,1052.72,1.23,Sunny,57,3748.25,control
2022-11-26,"Dallas-Ft. Worth, TX",48645,312,336.54,1.23,Rainy,63,4123.72,control
2022-11-27,"Dallas-Ft. Worth, TX",44145,551,1019.0,1.23,Sunny,75,4892.63,control
2022-11-28,"Dallas-Ft. Worth, TX",51684,325,416.02,1.23,Snowy,73,4794.13,control
2022-11-29,"Dallas-Ft. Worth, TX",51078,557,598.22,1.23,Sunny,56,3699.06,control
2022-11-30,"Dallas-Ft. Worth, TX",65361,841,969.74,1.23,Rainy,57,3760.28,control
2022-12-01,"Dallas-Ft. Worth, TX",56657,450,816.42,1.23,Cloudy,51,3337.36,control
2022-12-02,"Dallas-Ft. Worth, TX",53300,747,754.84,1.23,Sunny,57,3757.72,control
2022-12-03,"Dallas-Ft. Worth, TX",40523,607,746.95,1.23,Sunny,61,3997.55,control
2022-12-04,"Dallas-Ft. Worth, TX",46965,482,560.56,1.23,Sunny,70,4551.15,control
2022-12-05,"Dallas-Ft. Worth, TX",48619,326,595.95,1.23,Sunny,69,4513.71,control
2022-12-06,"Dallas-Ft. Worth, TX",47239,600,1106.43,1.23,Sunny,55,3613.95,control
2022-12-07,"Dallas-Ft. Worth, TX",51887,475,615.23,1.23,Cloudy,54,3553.86,control
2022-12-08,"Dallas-Ft. Worth, TX",56687,469,515.05,1.23,Snowy,50,3307.62,control
2022-12-09,"Dallas-Ft. Worth, TX",55270,480,560.08,1.23,Rainy,57,3727.07,control
2022-12-10,"Dallas-Ft. Worth, TX",48413,306,462.27,1.23,Sunny,58,3799.06,control
2022-12-11,"Dallas-Ft. Worth, TX",54099,542,903.04,1.23,Rainy,70,4585.58,control
2022-12-12,"Dallas-Ft. Worth, TX",52895,277,310.75,1.23,Cloudy,72,4742.04,control
2022-12-13,"Dallas-Ft. Worth, TX",44270,470,608.64,1.23,Snowy,57,3747.59,control
2022-12-14,"Dallas-Ft. Worth, TX",59301,415,825.87,1.23,Sunny,56,3691.09,control
2022-12-15,"Dallas-Ft. Worth, TX",41108,424,589.43,1.23,Snowy,54,3510.63,control
2022-12-16,"Dallas-Ft. Worth, TX",52767,360,427.17,1.23,Snowy,56,3661.11,control
2022-12-17,"Dallas-Ft. Worth, TX",42525,398,756.35,1.23,Cloudy,63,4134.83,control
2022-12-18,"Dallas-Ft. Worth, TX",43698,359,678.04,1.23,Cloudy,72,4744.95,control
2022-12-19,"Dallas-Ft. Worth, TX",49361,399,687.92,1.23,Sunny,68,4482.33,control
2022-12-20,"Dallas-Ft. Worth, TX",50069,649,878.08,1.23,Cloudy,55,3612.78,control
2022-12-21,"Dallas-Ft. Worth, TX",50194,481,617.78,1.23,Rainy,57,3721.39,control
2022-12-22,"Dallas-Ft. Worth, TX",45781,602,1174.49,1.23,Sunny,54,3521.75,control
2022-12-23,"Dallas-Ft. Worth, TX",47646,314,376.67,1.23,Sunny,57,3713.13,control
2022-12-24,"Dallas-Ft. Worth, TX",49440,401,674.95,1.23,Cloudy,59,3858.92,control
2022-12-25,"Dallas-Ft. Worth, TX",54305,744,1372.19,1.23,Cloudy,70,4568.9,control
2022-12-26,"Dallas-Ft. Worth, TX",47324,539,671.53,1.23,Sunny,71,4633.92,control
2022-12-27,"Dallas-Ft. Worth, TX",46035,648,745.75,1.23,Sunny,58,3833.37,control
2022-12-28,"Dallas-Ft. Worth, TX",51915,333,374.51,1.23,Rainy,54,3518.55,control
2022-12-29,"Dallas-Ft. Worth, TX",52198,429,480.4,1.23,Snowy,52,3400.5,control
2022-12-30,"Dallas-Ft. Worth, TX",51075,590,704.1,1.23,Rainy,52,3441.3,control
2022-12-31,"Dallas-Ft. Worth, TX",45973,410,733.94,1.23,Rainy,61,4021.97,control
2023-01-01,"Dallas-Ft. Worth, TX",47899,639,1121.89,1.23,Rainy,111,7227.83,control
2023-01-02,"Dallas-Ft. Worth, TX",46721,272,526.1,1.23,Sunny,110,7204.84,control
2023-01-03,"Dallas-Ft. Worth, TX",48221,635,1086.9,1.23,Cloudy,83,5453.32,control
2023-01-04,"Dallas-Ft. Worth, TX",46014,648,690.12,1.23,Rainy,82,5367.97,control
2023-01-05,"Dallas-Ft. Worth, TX",51099,281,438.88,1.23,Rainy,78,5124.31,control
2023-01-06,"Dallas-Ft. Worth, TX",53299,569,988.92,1.23,Snowy,83,5440.79,control
2023-01-07,"Dallas-Ft. Worth, TX",47804,633,1207.42,1.23,Cloudy,95,6176.86,control
2023-01-08,"Dallas-Ft. Worth, TX",47253,392,700.13,1.23,Cloudy,114,7461.48,control
2023-01-09,"Dallas-Ft. Worth, TX",56837,676,1172.35,1.23,Rainy,106,6945.28,control
2023-01-10,"Dallas-Ft. Worth, TX",59499,347,690.34,1.23,Sunny,87,5689.26,control
2023-01-11,"Dallas-Ft. Worth, TX",55638,572,1072.41,1.23,Sunny,80,5224.33,control
2023-01-12,"Dallas-Ft. Worth, TX",43358,497,948.98,1.23,Rainy,81,5270.36,control
2023-01-13,"Dallas-Ft. Worth, TX",47607,685,706.27,1.23,Cloudy,80,5237.35,control
2023-01-14,"Dallas-Ft. Worth, TX",49642,504,816.32,1.23,Rainy,92,6033.92,control
2023-01-15,"Dallas-Ft. Worth, TX",52294,682,1123.52,1.23,Sunny,115,7519.07,control
2023-01-16,"Dallas-Ft. Worth, TX",52574,536,653.04,1.23,Cloudy,110,7177.42,control
2023-01-17,"Dallas-Ft. Worth, TX",43080,575,942.64,1.23,Rainy,91,5917.75,control
2023-01-18,"Dallas-Ft. Worth, TX",53463,508,748.05,1.23,Sunny,80,5259.66,control
2023-01-19,"Dallas-Ft. Worth, TX",49540,301,531.46,1.23,Sunny,78,5107.56,control
2023-01-20,"Dallas-Ft. Worth, TX",62338,730,1031.22,1.23,Sunny,83,5440.68,control
2023-01-21,"Dallas-Ft. Worth, TX",60738,610,1194.06,1.23,Snowy,94,6121.32,control
2023-01-22,"Dallas-Ft. Worth, TX",53745,317,398.49,1.23,Cloudy,112,7320.9,control
2023-01-23,"Dallas-Ft. Worth, TX",43128,349,620.3,1.23,Rainy,108,7059.27,control
2023-01-24,"Dallas-Ft. Worth, TX",48890,384,560.94,1.23,Sunny,89,5848.11,control
2023-01-25,"Dallas-Ft. Worth, TX",56796,313,569.21,1.23,Cloudy,79,5184.28,control
2023-01-26,"Dallas-Ft. Worth, TX",55763,450,690.72,1.23,Cloudy,81,5272.25,control
2023-01-27,"Dallas-Ft. Worth, TX",52140,597,671.31,1.23,Rainy,85,5545.84,control
2023-01-28,"Dallas-Ft. Worth, TX",44091,393,640.8,1.23,Sunny,90,5907.33,control
2023-01-29,"Dallas-Ft. Worth, TX",44186,363,645.76,1.23,Sunny,113,7349.76,control
2023-01-30,"Dallas-Ft. Worth, TX",49414,331,407.14,1.23,Cloudy,100,6555.66,control
2023-01-31,"Dallas-Ft. Worth, TX",47224,628,682.4,1.23,Cloudy,88,5739.84,control
2023-02-01,"Dallas-Ft. Worth, TX",52730,345,680.16,1.23,Rainy,70,4588.96,control
2023-02-02,"Dallas-Ft. Worth, TX",50290,314,481.86,1.23,Sunny,67,4401.53,control
2023-02-03,"Dallas-Ft. Worth, TX",43323,290,376.84,1.23,Sunny,67,4380.2,control
2023-02-04,"Dallas-Ft. Worth, TX",52112,629,962.24,1.23,Sunny,79,5135.95,control
2023-02-05,"Dallas-Ft. Worth, TX",59579,455,871.24,1.23,Rainy,94,6119.21,control
2023-02-06,"Dallas-Ft. Worth, TX",47273,395,568.29,1.23,Cloudy,84,5476.72,control
2023-02-07,"Dallas-Ft. Worth, TX",48531,500,818.09,1.23,Snowy,74,4833.17,control
2023-02-08,"Dallas-Ft. Worth, TX",48035,409,437.64,1.23,Sunny,67,4396.61,control
2023-02-09,"Dallas-Ft. Worth, TX",48608,709,1107.21,1.23,Sunny,66,4310.81,control
2023-02-10,"Dallas-Ft. Worth, TX",42427,253,353.17,1.23,Rainy,69,4505.25,control
2023-02-11,"Dallas-Ft. Worth, TX",48497,284,466.74,1.23,Cloudy,80,5225.33,control
2023-02-12,"Dallas-Ft. Worth, TX",54354,275,431.77,1.23,Sunny,95,6200.34,control
2023-02-13,"Dallas-Ft. Worth, TX",55127,681,754.41,1.23,Cloudy,90,5868.91,control
2023-02-14,"Dallas-Ft. Worth, TX",54905,719,1349.34,1.23,Cloudy,76,4946.13,control
2023-02-15,"Dallas-Ft. Worth, TX",52512,356,432.49,1.23,Rainy,70,4567.06,control
2023-02-16,"Dallas-Ft. Worth, TX",49534,727,844.9,1.23,Rainy,63,4128.34,control
2023-02-17,"Dallas-Ft. Worth, TX",42997,529,732.9,1.23,Cloudy,72,4690.76,control
2023-02-18,"Dallas-Ft. Worth, TX",47978,421,601.43,1.23,Rainy,73,4756.15,control
2023-02-19,"Dallas-Ft. Worth, TX",54163,573,631.38,1.23,Rainy,90,5900.44,control
2023-02-20,"Dallas-Ft. Worth, TX",52875,507,561.33,1.23,Sunny,91,5918.94,control
2023-02-21,"Dallas-Ft. Worth, TX",43621,219,219.04,1.23,Rainy,74,4871.4,control
2023-02-22,"Dallas-Ft. Worth, TX",60291,487,518.33,1.23,Sunny,68,4425.21,control
2023-02-23,"Dallas-Ft. Worth, TX",48476,523,541.0,1.23,Rainy,65,4228.26,control
2023-02-24,"Dallas-Ft. Worth, TX",51076,634,685.31,1.23,Sunny,68,4450.46,control
2023-02-25,"Dallas-Ft. Worth, TX",49543,484,522.8,1.23,Snowy,80,5211.72,control
2023-02-26,"Dallas-Ft. Worth, TX",58307,303,593.26,1.23,Sunny,96,6241.5,control
2023-02-27,"Dallas-Ft. Worth, TX",51438,446,772.94,1.23,Snowy,90,5871.52,control
2023-02-28,"Dallas-Ft. Worth, TX",46357,248,315.52,1.23,Sunny,74,4866.69,control
2023-03-01,"Dallas-Ft. Worth, TX",53737,375,425.68,1.23,Sunny,63,4142.96,control
2023-03-02,"Dallas-Ft. Worth, TX",56978,558,623.78,1.23,Sunny,55,3619.18,control
2023-03-03,"Dallas-Ft. Worth, TX",46454,263,290.29,1.23,Snowy,63,4108.88,control
2023-03-04,"Dallas-Ft. Worth, TX",53466,713,1304.19,1.23,Snowy,64,4179.3,control
2023-03-05,"Dallas-Ft. Worth, TX",48971,320,626.08,1.23,Snowy,81,5316.31,control
2023-03-06,"Dallas-Ft. Worth, TX",57470,479,841.5,1.23,Cloudy,81,5281.64,control
2023-03-07,"Dallas-Ft. Worth, TX",49699,560,1019.28,1.23,Sunny,66,4327.98,control
2023-03-08,"Dallas-Ft. Worth, TX",50274,479,703.27,1.23,Rainy,58,3771.56,control
2023-03-09,"Dallas-Ft. Worth, TX",58790,878,1236.56,1.23,Rainy,57,3710.2,control
2023-03-10,"Dallas-Ft. Worth, TX",46622,583,1101.52,1.23,Cloudy,62,4064.84,control
2023-03-11,"Dallas-Ft. Worth, TX",54021,802,1344.39,1.23,Cloudy,66,4305.95,control
2023-03-12,"Dallas-Ft. Worth, TX",51361,515,942.04,1.23,Sunny,83,5431.72,control
2023-03-13,"Dallas-Ft. Worth, TX",40704,464,870.39,1.23,Sunny,78,5082.0,control
2023-03-14,"Dallas-Ft. Worth, TX",58529,683,1021.41,1.23,Cloudy,67,4373.09,control
2023-03-15,"Dallas-Ft. Worth, TX",47007,400,783.11,1.23,Cloudy,60,3939.14,control
2023-03-16,"Dallas-Ft. Worth, TX",49040,562,710.15,1.23,Sunny,55,3580.72,control
2023-03-17,"Dallas-Ft. Worth, TX",47851,499,580.57,1.23,Sunny,57,3763.88,control
2023-03-18,"Dallas-Ft. Worth, TX",54143,730,1248.76,1.23,Sunny,65,4225.01,control
2023-03-19,"Dallas-Ft. Worth, TX",44761,464,919.95,1.23,Sunny,80,5234.39,control
2023-03-20,"Dallas-Ft. Worth, TX",53369,327,621.75,1.23,Sunny,77,5050.92,control
2023-03-21,"Dallas-Ft. Worth, TX",42562,612,684.08,1.23,Sunny,61,3980.52,control
2023-03-22,"Dallas-Ft. Worth, TX",53503,422,479.49,1.23,Sunny,58,3828.08,control
2023-03-23,"Dallas-Ft. Worth, TX",45362,664,747.62,1.23,Sunny,55,3626.96,control
2023-03-24,"Dallas-Ft. Worth, TX",41278,396,674.88,1.23,Snowy,61,4006.01,control
2023-03-25,"Dallas-Ft. Worth, TX",56037,784,1294.34,1.23,Sunny,67,4395.83,control
2023-03-26,"Dallas-Ft. Worth, TX",63046,423,701.74,1.23,Cloudy,81,5267.82,control
2023-03-27,"Dallas-Ft. Worth, TX",44580,580,1068.39,1.23,Rainy,77,5038.88,control
2023-03-28,"Dallas-Ft. Worth, TX",51425,328,592.56,1.23,Sunny,65,4254.35,control
2023-03-29,"Dallas-Ft. Worth, TX",47004,517,621.01,1.23,Rainy,62,4030.26,control
2023-03-30,"Dallas-Ft. Worth, TX",50594,728,823.01,1.23,Snowy,56,3695.67,control
2023-03-31,"Dallas-Ft. Worth, TX",51036,566,761.98,1.23,Cloudy,62,4047.73,control
2023-04-01,"Dallas-Ft. Worth, TX",51470,743,1363.07,1.23,Cloudy,62,4070.45,control
2023-04-02,"Dallas-Ft. Worth, TX",44520,631,671.55,1.23,Sunny,71,4626.25,control
2023-04-03,"Dallas-Ft. Worth, TX",47058,592,887.96,1.23,Cloudy,67,4406.38,control
2023-04-04,"Dallas-Ft. Worth, TX",51829,592,1080.19,1.23,Sunny,59,3845.84,control
2023-04-05,"Dallas-Ft. Worth, TX",45401,680,1002.11,1.23,Cloudy,52,3411.17,control
2023-04-06,"Dallas-Ft. Worth, TX",53049,302,484.69,1.23,Sunny,54,3553.76,control
2023-04-07,"Dallas-Ft. Worth, TX",49635,261,453.56,1.23,Cloudy,55,3578.24,control
2023-04-08,"Dallas-Ft. Worth, TX",53536,467,495.12,1.23,Rainy,60,3934.0,control
2023-04-09,"Dallas-Ft. Worth, TX",51031,521,839.42,1.23,Snowy,75,4884.36,control
2023-04-10,"Dallas-Ft. Worth, TX",50299,656,1258.51,1.23,Cloudy,71,4649.6,control
2023-04-11,"Dallas-Ft. Worth, TX",46919,629,874.89,1.23,Sunny,58,3775.05,control
2023-04-12,"Dallas-Ft. Worth, TX",53015,564,638.34,1.23,Rainy,53,3450.54,control
2023-04-13,"Dallas-Ft. Worth, TX",52865,484,532.08,1.23,Sunny,49,3239.89,control
2023-04-14,"Dallas-Ft. Worth, TX",50265,501,690.91,1.23,Snowy,57,3730.6,control
2023-04-15,"Dallas-Ft. Worth, TX",49465,458,769.49,1.23,Rainy,58,3807.47,control
2023-04-16,"Dallas-Ft. Worth, TX",45803,272,342.72,1.23,Cloudy,75,4932.14,control
2023-04-17,"Dallas-Ft. Worth, TX",48195,390,690.39,1.23,Snowy,73,4793.0,control
2023-04-18,"Dallas-Ft. Worth, TX",67978,898,1553.09,1.23,Snowy,57,3717.43,control
2023-04-19,"Dallas-Ft. Worth, TX",44719,341,572.46,1.23,Sunny,56,3644.4,control
2023-04-20,"Dallas-Ft. Worth, TX",50776,386,635.79,1.23,Sunny,52,3427.0,control
2023-04-21,"Dallas-Ft. Worth, TX",46807,309,366.75,1.23,Sunny,52,3414.06,control
2023-04-22,"Dallas-Ft. Worth, TX",48905,504,853.54,1.23,Snowy,62,4050.53,control
2023-04-23,"Dallas-Ft. Worth, TX",58822,680,1317.12,1.23,Sunny,75,4911.05,control
2023-04-24,"Dallas-Ft. Worth, TX",57568,800,1363.69,1.23,Sunny,68,4440.33,control
2023-04-25,"Dallas-Ft. Worth, TX",52298,677,1131.73,1.23,Cloudy,57,3714.21,control
2023-04-26,"Dallas-Ft. Worth, TX",51695,755,1501.08,1.23,Cloudy,55,3589.26,control
2023-04-27,"Dallas-Ft. Worth, TX",53623,291,295.66,1.23,Cloudy,52,3431.65,control
2023-04-28,"Dallas-Ft. Worth, TX",50087,464,617.61,1.23,Cloudy,56,3670.94,control
2023-04-29,"Dallas-Ft. Worth, TX",53659,523,1041.76,1.23,Sunny,61,3999.11,control
2023-04-30,"Dallas-Ft. Worth, TX",54430,540,944.79,1.23,Sunny,72,4712.95,control
2023-05-01,"Dallas-Ft. Worth, TX",50264,728,760.44,1.23,Sunny,69,4524.6,control
2023-05-02,"Dallas-Ft. Worth, TX",48600,469,668.36,1.23,Rainy,60,3916.14,control
2023-05-03,"Dallas-Ft. Worth, TX",53371,510,545.25,1.23,Sunny,53,3475.51,control
2023-05-04,"Dallas-Ft. Worth, TX",48303,684,888.72,1.23,Cloudy,53,3501.8,control
2023-05-05,"Dallas-Ft. Worth, TX",42642,375,517.98,1.23,Sunny,57,3756.97,control
2023-05-06,"Dallas-Ft. Worth, TX",55782,386,711.44,1.23,Sunny,63,4152.8,control
2023-05-07,"Dallas-Ft. Worth, TX",53112,427,727.97,1.23,Rainy,75,4929.87,control
2023-05-08,"Dallas-Ft. Worth, TX",48933,643,862.6,1.23,Rainy,73,4794.38,control
2023-05-09,"Dallas-Ft. Worth, TX",57059,347,580.55,1.23,Snowy,61,3970.1,control
2023-05-10,"Dallas-Ft. Worth, TX",45316,552,988.35,1.23,Snowy,54,3511.22,control
2023-05-11,"Dallas-Ft. Worth, TX",44657,619,1198.12,1.23,Snowy,53,3462.24,control
2023-05-12,"Dallas-Ft. Worth, TX",44708,614,1166.05,1.23,Rainy,57,3765.19,control
2023-05-13,"Dallas-Ft. Worth, TX",49837,449,512.92,1.23,Snowy,59,3884.14,control
2023-05-14,"Dallas-Ft. Worth, TX",48697,682,742.63,1.23,Sunny,70,4563.8,control
2023-05-15,"Dallas-Ft. Worth, TX",43602,592,1154.09,1.23,Sunny,69,4525.35,control
2023-05-16,"Dallas-Ft. Worth, TX",43781,571,1028.42,1.23,Sunny,55,3622.57,control
2023-05-17,"Dallas-Ft. Worth, TX",48700,301,399.71,1.23,Sunny,53,3451.93,control
2023-05-18,"Dallas-Ft. Worth, TX",55880,498,868.9,1.23,Sunny,52,3390.88,control
2023-05-19,"Dallas-Ft. Worth, TX",46651,383,475.05,1.23,Sunny,57,3720.11,control
2023-05-20,"Dallas-Ft. Worth, TX",41159,249,359.25,1.23,Cloudy,60,3932.85,control
2023-05-21,"Dallas-Ft. Worth, TX",59011,424,746.06,1.23,Rainy,74,4863.9,control
2023-05-22,"Dallas-Ft. Worth, TX",50060,654,1185.33,1.23,Snowy,73,4807.57,control
2023-05-23,"Dallas-Ft. Worth, TX",49699,446,564.65,1.23,Rainy,57,3768.63,control
2023-05-24,"Dallas-Ft. Worth, TX",51507,390,586.82,1.23,Rainy,52,3422.86,control
2023-05-25,"Dallas-Ft. Worth, TX",54899,314,449.5,1.23,Cloudy,49,3248.25,control
2023-05-26,"Dallas-Ft. Worth, TX",50882,439,748.65,1.23,Sunny,54,3516.61,control
2023-05-27,"Dallas-Ft. Worth, TX",52678,335,397.84,1.23,Sunny,61,3983.49,control
2023-05-28,"Dallas-Ft. Worth, TX",44452,605,925.36,1.23,Rainy,72,4737.1,control
2023-05-29,"Dallas-Ft. Worth, TX",38548,559,672.66,1.23,Rainy,67,4375.09,control
2023-05-30,"Dallas-Ft. Worth, TX",51690,600,860.39,1.23,Cloudy,56,3684.6,control
2023-05-31,"Dallas-Ft. Worth, TX",46753,474,856.15,1.23,Sunny,53,3492.82,control
2023-06-01,"Dallas-Ft. Worth, TX",52528,771,811.72,1.23,Sunny,49,3237.46,control
2023-06-02,"Dallas-Ft. Worth, TX",45266,253,503.19,1.23,Cloudy,54,3537.0,control
2023-06-03,"Dallas-Ft. Worth, TX",50065,597,1175.28,1.23,Sunny,61,4018.37,control
2023-06-04,"Dallas-Ft. Worth, TX",57286,667,749.88,1.23,Snowy,76,4951.05,control
2023-06-05,"Dallas-Ft. Worth, TX",52359,567,976.29,1.23,Snowy,71,4641.76,control
2023-06-06,"Dallas-Ft. Worth, TX",50266,294,531.28,1.23,Sunny,55,3609.58,control
2023-06-07,"Dallas-Ft. Worth, TX",47373,283,529.85,1.23,Cloudy,54,3569.98,control
2023-06-08,"Dallas-Ft. Worth, TX",58734,748,1226.18,1.23,Sunny,51,3344.23,control
2023-06-09,"Dallas-Ft. Worth, TX",55148,511,567.56,1.23,Cloudy,54,3556.57,control
2023-06-10,"Dallas-Ft. Worth, TX",42379,407,425.37,1.23,Rainy,59,3859.69,control
2023-06-11,"Dallas-Ft. Worth, TX",55105,652,1016.36,1.23,Cloudy,71,4646.81,control
2023-06-12,"Dallas-Ft. Worth, TX",58152,337,513.92,1.23,Sunny,71,4676.22,control
2023-06-13,"Dallas-Ft. Worth, TX",57600,310,557.47,1.23,Rainy,57,3728.22,control
2023-06-14,"Dallas-Ft. Worth, TX",45796,279,454.07,1.23,Sunny,53,3490.64,control
2023-06-15,"Dallas-Ft. Worth, TX",46069,243,253.42,1.23,Cloudy,51,3354.56,control
2023-06-16,"Dallas-Ft. Worth, TX",47901,397,648.89,1.23,Cloudy,57,3707.32,control
2023-06-17,"Dallas-Ft. Worth, TX",45208,455,618.85,1.23,Cloudy,59,3858.77,control
2023-06-18,"Dallas-Ft. Worth, TX",53716,320,407.66,1.23,Cloudy,70,4586.26,control
2023-06-19,"Dallas-Ft. Worth, TX",47803,379,537.92,1.23,Sunny,72,4692.58,control
2023-06-20,"Dallas-Ft. Worth, TX",51929,287,377.14,1.23,Cloudy,58,3826.13,control
2023-06-21,"Dallas-Ft. Worth, TX",40735,450,607.05,1.23,Cloudy,56,3682.11,control
2023-06-22,"Dallas-Ft. Worth, TX",52054,702,1229.05,1.23,Cloudy,54,3541.97,control
2023-06-23,"Dallas-Ft. Worth, TX",44855,288,505.01,1.23,Sunny,55,3627.02,control
2023-06-24,"Dallas-Ft. Worth, TX",43482,397,400.66,1.23,Rainy,61,4024.2,control
2023-06-25,"Dallas-Ft. Worth, TX",39634,258,419.49,1.23,Rainy,75,4925.55,control
2023-06-26,"Dallas-Ft. Worth, TX",47701,495,849.54,1.23,Cloudy,73,4771.41,control
2023-06-27,"Dallas-Ft. Worth, TX",51622,432,727.35,1.23,Sunny,56,3642.97,control
2023-06-28,"Dallas-Ft. Worth, TX",51976,468,868.53,1.23,Sunny,55,3577.41,control
2023-06-29,"Dallas-Ft. Worth, TX",46295,478,574.2,1.23,Sunny,49,3226.02,control
2023-06-30,"Dallas-Ft. Worth, TX",46038,625,842.94,1.23,Rainy,57,3739.67,control
2023-07-01,"Dallas-Ft. Worth, TX",46966,360,455.16,1.23,Snowy,63,4146.66,control
2023-07-02,"Dallas-Ft. Worth, TX",49561,698,1365.26,1.23,Cloudy,76,4994.7,control
2023-07-03,"Dallas-Ft. Worth, TX",46494,401,491.89,1.23,Cloudy,73,4803.01,control
2023-07-04,"Dallas-Ft. Worth, TX",46190,599,892.68,1.23,Rainy,55,3632.32,control
2023-07-05,"Dallas-Ft. Worth, TX",46822,283,557.56,1.23,Rainy,55,3600.57,control
2023-07-06,"Dallas-Ft. Worth, TX",42398,488,604.43,1.23,Sunny,51,3374.85,control
2023-07-07,"Dallas-Ft. Worth, TX",48865,698,1057.2,1.23,Cloudy,53,3456.76,control
2023-07-08,"Dallas-Ft. Worth, TX",59552,621,976.42,1.23,Sunny,61,3990.55,control
2023-07-09,"Dallas-Ft. Worth, TX",52315,302,419.12,1.23,Cloudy,75,4877.96,control
2023-07-10,"Dallas-Ft. Worth, TX",41222,586,1117.02,1.23,Cloudy,73,4754.13,control
2023-07-11,"Dallas-Ft. Worth, TX",40918,278,315.41,1.23,Sunny,55,3604.64,control
2023-07-12,"Dallas-Ft. Worth, TX",46710,251,297.63,1.23,Cloudy,55,3588.15,control
2023-07-13,"Dallas-Ft. Worth, TX",59451,563,1042.46,1.23,Rainy,54,3548.26,control
2023-07-14,"Dallas-Ft. Worth, TX",51755,633,884.07,1.23,Sunny,54,3542.16,control
2023-07-15,"Dallas-Ft. Worth, TX",57740,843,1278.97,1.23,Cloudy,63,4142.58,control
2023-07-16,"Dallas-Ft. Worth, TX",54882,720,1397.61,1.23,Sunny,72,4717.25,control
2023-07-17,"Dallas-Ft. Worth, TX",61525,816,938.36,1.23,Rainy,70,4611.19,control
2023-07-18,"Dallas-Ft. Worth, TX",50999,619,1048.23,1.23,Sunny,60,3929.16,control
2023-07-19,"Dallas-Ft. Worth, TX",48043,624,1079.95,1.23,Cloudy,53,3470.2,control
2023-07-20,"Dallas-Ft. Worth, TX",43642,288,515.06,1.23,Sunny,53,3450.43,control
2023-07-21,"Dallas-Ft. Worth, TX",50492,372,414.91,1.23,Sunny,54,3570.77,control
2023-07-22,"Dallas-Ft. Worth, TX",49464,534,624.59,1.23,Rainy,63,4145.68,control
2023-07-23,"Dallas-Ft. Worth, TX",55755,672,887.6,1.23,Cloudy,74,4863.62,control
2023-07-24,"Dallas-Ft. Worth, TX",53122,524,1009.99,1.23,Rainy,69,4513.89,control
2023-07-25,"Dallas-Ft. Worth, TX",55106,784,1352.26,1.23,Rainy,56,3696.65,control
2023-07-26,"Dallas-Ft. Worth, TX",44579,498,716.89,1.23,Snowy,53,3488.12,control
2023-07-27,"Dallas-Ft. Worth, TX",46433,308,368.83,1.23,Cloudy,49,3246.46,control
2023-07-28,"Dallas-Ft. Worth, TX",56751,767,814.62,1.23,Snowy,55,3637.31,control
2023-07-29,"Dallas-Ft. Worth, TX",60926,565,1070.78,1.23,Cloudy,58,3821.21,control
2023-07-30,"Dallas-Ft. Worth, TX",48366,430,620.34,1.23,Sunny,71,4671.78,control
2023-07-31,"Dallas-Ft. Worth, TX",47708,477,807.8,1.23,Sunny,73,4787.32,control
2023-08-01,"Dallas-Ft. Worth, TX",47198,494,622.31,1.23,Rainy,58,3828.96,control
2023-08-02,"Dallas-Ft. Worth, TX",32747,261,268.2,1.23,Sunny,53,3456.63,control
2023-08-03,"Dallas-Ft. Worth, TX",53391,455,650.21,1.23,Sunny,53,3501.45,control
2023-08-04,"Dallas-Ft. Worth, TX",52632,309,601.21,1.23,Cloudy,54,3551.76,control
2023-08-05,"Dallas-Ft. Worth, TX",48461,421,829.12,1.23,Sunny,60,3943.7,control
2023-08-06,"Dallas-Ft. Worth, TX",38459,355,584.59,1.23,Sunny,74,4841.57,control
2023-08-07,"Dallas-Ft. Worth, TX",51079,383,700.04,1.23,Sunny,68,4427.69,control
2023-08-08,"Dallas-Ft. Worth, TX",49127,529,978.92,1.23,Cloudy,60,3916.04,control
2023-08-09,"Dallas-Ft. Worth, TX",46911,325,504.47,1.23,Sunny,57,3756.38,control
2023-08-10,"Dallas-Ft. Worth, TX",50181,554,711.85,1.23,Sunny,51,3330.23,control
2023-08-11,"Dallas-Ft. Worth, TX",59374,573,794.93,1.23,Sunny,56,3687.8,control
2023-08-12,"Dallas-Ft. Worth, TX",43746,624,1159.14,1.23,Rainy,58,3822.73,control
2023-08-13,"Dallas-Ft. Worth, TX",51735,500,810.69,1.23,Rainy,72,4701.53,control
2023-08-14,"Dallas-Ft. Worth, TX",52428,740,996.37,1.23,Sunny,68,4430.34,control
2023-08-15,"Dallas-Ft. Worth, TX",41400,221,306.0,1.23,Rainy,56,3691.34,control
2023-08-16,"Dallas-Ft. Worth, TX",51333,444,500.45,1.23,Cloudy,55,3591.75,control
2023-08-17,"Dallas-Ft. Worth, TX",49921,651,694.15,1.23,Sunny,51,3328.08,control
2023-08-18,"Dallas-Ft. Worth, TX",55829,391,740.43,1.23,Cloudy,56,3652.56,control
